source_branch,merge_decision,kind,owner_official,descriptor,official_name,intermediary_name,named_name,source,category,confidence,evidence,notes
spatial-index-v0.45,added,method,com/corrodinggames/rts/game/units/f/h,(Lcom/corrodinggames/rts/game/units/am;)Z,a,method_h_matchesUnit,matchesUnit,v0.45-runtime-spatial-index; v0.46-merged-from-spatial-index-v0.45,runtime-spatial-index,high,javap bytecode evidence,Expands rectangle by Unit.radius/cj
spatial-index-v0.45,added,method,com/corrodinggames/rts/game/units/f/i,()V,<init>,method_i_init,<init>,v0.45-runtime-spatial-index; v0.46-merged-from-spatial-index-v0.45,runtime-spatial-index,confirmed,javap bytecode evidence,
spatial-index-v0.45,added,method,com/corrodinggames/rts/game/units/f/i,(Lcom/corrodinggames/rts/game/units/y;)I,excludeTeam,method_i_excludeTeam,excludeTeam,v0.45-runtime-spatial-index; v0.46-merged-from-spatial-index-v0.45,runtime-spatial-index,confirmed,javap bytecode evidence,
spatial-index-v0.45,added,method,com/corrodinggames/rts/game/units/f/i,()Lcom/corrodinggames/rts/game/units/am;,getResult,method_i_getResult,getResult,v0.45-runtime-spatial-index; v0.46-merged-from-spatial-index-v0.45,runtime-spatial-index,confirmed,javap bytecode evidence,
spatial-index-v0.45,added,method,com/corrodinggames/rts/game/units/f/i,(Lcom/corrodinggames/rts/game/units/y;)Lcom/corrodinggames/rts/game/n;,onlyEnemiesOfTeam,method_i_onlyEnemiesOfTeam,onlyEnemiesOfTeam,v0.45-runtime-spatial-index; v0.46-merged-from-spatial-index-v0.45,runtime-spatial-index,confirmed,javap bytecode evidence,
spatial-index-v0.45,added,method,com/corrodinggames/rts/game/units/f/i,(Lcom/corrodinggames/rts/game/units/y;)Lcom/corrodinggames/rts/game/n;,onlyTeam,method_i_onlyTeam,onlyTeam,v0.45-runtime-spatial-index; v0.46-merged-from-spatial-index-v0.45,runtime-spatial-index,confirmed,javap bytecode evidence,
spatial-index-v0.45,added,method,com/corrodinggames/rts/game/units/f/i,(Lcom/corrodinggames/rts/game/units/y;F)V,setup,method_i_setup,setup,v0.45-runtime-spatial-index; v0.46-merged-from-spatial-index-v0.45,runtime-spatial-index,confirmed,javap bytecode evidence,
spatial-index-v0.45,added,method,com/corrodinggames/rts/game/units/f/j,()V,<init>,method_j_init,<init>,v0.45-runtime-spatial-index; v0.46-merged-from-spatial-index-v0.45,runtime-spatial-index,confirmed,javap bytecode evidence,
spatial-index-v0.45,added,method,com/corrodinggames/rts/game/units/f/j,(Lcom/corrodinggames/rts/game/units/y;FLcom/corrodinggames/rts/game/units/am;)V,callback,method_j_callback,callback,v0.45-runtime-spatial-index; v0.46-merged-from-spatial-index-v0.45,runtime-spatial-index,confirmed,javap bytecode evidence,
visibility-fog-v0.45,added,class,com/corrodinggames/rts/game/units/an,,,rw/unit/visibility/PerTeamUnitVisibilityState,rustedwarfare/unit/visibility/PerTeamUnitVisibilityState,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Unit.dF stores an[] and Unit.g(Team) writes visibility and tech-level snapshot per team.,
visibility-fog-v0.45,added,class,com/corrodinggames/rts/gameFramework/d/a,,,rw/visibility/FogGhost,rustedwarfare/visibility/FogGhost,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Created by Unit.cX when a previously visible enemy disappears into fog; static list updated/drawn every frame.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/n,I,L,field_n_fogMapWidth,fogMapWidth,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Team.serializeFogOfWar writes L as width before fogOfWarMap bytes.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/n,I,M,field_n_fogMapHeight,fogMapHeight,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Team.serializeFogOfWar writes M as height before fogOfWarMap bytes.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/n,[[B,N,field_n_fogOfWarMap,fogOfWarMap,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,"String evidence: ""-- Saving fog --"" serializes Team.N; MapEngine checks Team.N in fog visibility tests.",
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/n,()V,a,method_n_clearFogOfWar,clearFogOfWar,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Clears Team.N to 0 and requests fog/UI refresh for local team.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/b/b,Lcom/corrodinggames/rts/gameFramework/m/e;,K,field_b_smoothFogAtlasImage,smoothFogAtlasImage,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,MapEngine.loadSmoothFogAssets renders fog_smooth atlas into static image K.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/b/b,Lcom/corrodinggames/rts/gameFramework/m/y;,L,field_b_smoothFogAtlasCanvas,smoothFogAtlasCanvas,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Canvas returned from graphics engine for smoothFogAtlasImage during atlas build.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/b/b,[[B,M,field_b_smoothFogCacheA,smoothFogCacheA,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,medium,"Allocated in rebuildFogBuffers with string ""Building smoothFog_cache""; cleared/marked by updateFogTile/updateFogNeighborTile.",
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/b/b,[[B,N,field_b_smoothFogCacheB,smoothFogCacheB,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,medium,Second smooth fog cache allocated and invalidated alongside M; used during LoS fog refresh.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/b/b,Landroid/graphics/Rect;,O,field_b_scratchFogSourceRect,scratchFogSourceRect,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,medium,Rect scratch field near smooth-fog state; used by fog render helpers.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/b/b,Z,H,field_b_softFogSettingsInitialized,softFogSettingsInitialized,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,"MapEngine.d() returns early if H is true, then reads SettingsEngine.softFogFading.",
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/b/b,Z,I,field_b_softFogFadingEnabled,softFogFadingEnabled,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Set from SettingsEngine.softFogFading and Android heap override in MapEngine.d().,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/b/b,()V,c,method_b_loadSmoothFogAssets,loadSmoothFogAssets,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,"Loads R.drawable.fog_smooth, builds smooth fog atlas, creates TileAtlas l/m, logs ""smoothFog load took"".",
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/b/b,()V,d,method_b_initializeSoftFogSettings,initializeSoftFogSettings,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Reads softFogFading setting and enables soft fades on high-memory Android; guarded by H.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/b/b,(IILcom/corrodinggames/rts/game/n;)Z,a,method_b_isTileCurrentlyVisibleToTeam,isTileCurrentlyVisibleToTeam,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Returns false when fog byte >=5; stricter than explored check.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/b/b,(FFLcom/corrodinggames/rts/game/n;)Z,a,method_b_isWorldPointCurrentlyVisibleToTeam,isWorldPointCurrentlyVisibleToTeam,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,World->tile conversion then same fog byte >=5 test as tile-currently-visible helper.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/b/b,(FFILcom/corrodinggames/rts/game/n;Z)V,b,method_b_revealMapAreaForSingleTeam,revealMapAreaForSingleTeam,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Internal reveal worker mutating a single Team.fogOfWarMap and smooth fog caches.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/b/b,(II[[BB)B,a,method_b_calculateSmoothFogNeighborMask,calculateSmoothFogNeighborMask,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Reads neighboring fog bytes against threshold and builds a signed byte bitmask.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/b/b,(F)V,f,method_b_updateLineOfSightFog,updateLineOfSightFog,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,"Periodic loop over teams and OrderableUnit/building revealers, updates Team.fogOfWarMap and smooth fog caches.",
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/units/am,[Lcom/corrodinggames/rts/game/units/an;,dF,field_am_perTeamVisibilityStates,perTeamVisibilityStates,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Unit.g(Team) allocates an[] sized to Team.c and stores per-team visibility snapshot by team.k.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/am,(Lcom/corrodinggames/rts/game/n;)Z,d,method_am_isHiddenByFogForTeam,isHiddenByFogForTeam,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Returns false for owner/no attachment; otherwise tests MapEngine fog byte at unit tile and returns true if hidden.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/am,(Lcom/corrodinggames/rts/game/n;)V,g,method_am_updateVisibilityStateForTeam,updateVisibilityStateForTeam,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,"Updates perTeamVisibilityStates[team.k], including visible flag and tech-level snapshot, when fog visibility changes.",
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/am,()V,cX,method_am_updateFogGhostForLocalPlayer,updateFogGhostForLocalPlayer,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Creates FogGhost when local player had visibility state but unit becomes hidden by fog.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/am,()I,V,method_am_getTechLevel,getTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Method returns static/current tech level; Unit.updateVisibilityStateForTeam stores this value in PerTeamUnitVisibilityState.lastKnownTechLevel.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/y,()I,V,method_y_getTechLevel,getTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Method returns static/current tech level; Unit.updateVisibilityStateForTeam stores this value in PerTeamUnitVisibilityState.lastKnownTechLevel.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/custom/j,()I,V,method_j_getTechLevel,getTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Method returns static/current tech level; Unit.updateVisibilityStateForTeam stores this value in PerTeamUnitVisibilityState.lastKnownTechLevel.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/d/a,()I,V,method_a_getTechLevel,getTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Method returns static/current tech level; Unit.updateVisibilityStateForTeam stores this value in PerTeamUnitVisibilityState.lastKnownTechLevel.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/d/f,()I,V,method_f_getTechLevel,getTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Method returns static/current tech level; Unit.updateVisibilityStateForTeam stores this value in PerTeamUnitVisibilityState.lastKnownTechLevel.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/d/g,()I,V,method_g_getTechLevel,getTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Method returns static/current tech level; Unit.updateVisibilityStateForTeam stores this value in PerTeamUnitVisibilityState.lastKnownTechLevel.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/d/h,()I,V,method_h_getTechLevel,getTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Method returns static/current tech level; Unit.updateVisibilityStateForTeam stores this value in PerTeamUnitVisibilityState.lastKnownTechLevel.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/d/m,()I,V,method_m_getTechLevel,getTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Method returns static/current tech level; Unit.updateVisibilityStateForTeam stores this value in PerTeamUnitVisibilityState.lastKnownTechLevel.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/d/p,()I,V,method_p_getTechLevel,getTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Method returns static/current tech level; Unit.updateVisibilityStateForTeam stores this value in PerTeamUnitVisibilityState.lastKnownTechLevel.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/d/t,()I,V,method_t_getTechLevel,getTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Method returns static/current tech level; Unit.updateVisibilityStateForTeam stores this value in PerTeamUnitVisibilityState.lastKnownTechLevel.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/units/an,Z,a,field_an_wasVisible,wasVisible,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Set by Unit.updateVisibilityStateForTeam when unit becomes visible; checked before creating FogGhost.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/units/an,I,b,field_an_lastKnownTechLevel,lastKnownTechLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Written from Unit.getTechLevel() when visibility is gained; copied into FogGhost.techLevel.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/game/units/an,Lcom/corrodinggames/rts/gameFramework/d/a;,c,field_an_fogGhost,fogGhost,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Stores current FogGhost for local player; cleared if ghost removal flag is set.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/game/units/an,()V,<init>,method_an_<init>,<init>,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Constructor initializes wasVisible false.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,F,a,field_a_updateTickCounter,updateTickCounter,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,medium,Incremented in FogGhost.update and reset after periodic validity check.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,F,b,field_a_ageTimer,ageTimer,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,medium,Incremented by delta in FogGhost.update.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,Z,c,field_a_removed,removed,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Unit.updateFogGhostForLocalPlayer clears stored ghost if FogGhost.removed is true.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,Lcom/corrodinggames/rts/game/units/as;,d,field_a_unitType,unitType,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Copied from source unit r(); used to render/validate shared unit representation.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,Lcom/corrodinggames/rts/game/n;,e,field_a_sourceTeam,sourceTeam,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Copied from hidden unit team and passed into ghost rendering.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,I,f,field_a_techLevel,techLevel,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Copied from PerTeamUnitVisibilityState.lastKnownTechLevel / Unit.getTechLevel.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,F,g,field_a_worldX,worldX,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Copied from hidden unit x when ghost is created.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,F,h,field_a_worldY,worldY,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Copied from hidden unit y when ghost is created.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,Lcom/corrodinggames/rts/game/n;,j,field_a_viewerTeam,viewerTeam,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Static queries filter ghosts by viewerTeam; local player assigned when ghost is created.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,Z,n,field_a_blueprintGhost,blueprintGhost,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Static isTileRectOverBlueprint-style method filters only ghosts with n=true.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,Lcom/corrodinggames/rts/game/units/y;,o,field_a_builderUnit,builderUnit,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,medium,Validity check rejects blueprint ghost if builder unit is null or dead.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,Z,u,field_a_underConstructionSnapshot,underConstructionSnapshot,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,medium,Set from source unit c_() when fog ghost is created; passed to unit draw helper.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,Lcom/corrodinggames/rts/game/units/am;,v,field_a_sourceUnit,sourceUnit,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Non-blueprint ghost validity checks require sourceUnit to remain valid.,
visibility-fog-v0.45,added,field,com/corrodinggames/rts/gameFramework/d/a,Lcom/corrodinggames/rts/gameFramework/utility/o;,w,field_a_activeFogGhosts,activeFogGhosts,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Constructor adds self to static list; static update/draw iterate it.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/gameFramework/d/a,()V,<init>,method_a_<init>,<init>,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Constructor adds FogGhost to activeFogGhosts.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/gameFramework/d/a,()V,a,method_a_clearAllFogGhosts,clearAllFogGhosts,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Static method clears activeFogGhosts.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/gameFramework/d/a,(F)V,a,method_a_updateAllFogGhosts,updateAllFogGhosts,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Static method iterates activeFogGhosts and calls update.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/gameFramework/d/a,(F)V,b,method_a_drawAllFogGhosts,drawAllFogGhosts,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Static method iterates activeFogGhosts and calls draw.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/gameFramework/d/a,(Lcom/corrodinggames/rts/game/n;III)Z,a,method_a_isBlueprintGhostAtTile,isBlueprintGhostAtTile,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,World/tile helper builds a 1x1 RectF and delegates to isRectOverBlueprintGhost.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/gameFramework/d/a,(Lcom/corrodinggames/rts/game/n;Landroid/graphics/RectF;I)Z,a,method_a_isRectOverBlueprintGhost,isRectOverBlueprintGhost,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,"String evidence ""isTileRectOverBlueprint""; filters blueprintGhost and unitType id, tests ghost unit rect overlap.",
visibility-fog-v0.45,added,method,com/corrodinggames/rts/gameFramework/d/a,(Lcom/corrodinggames/rts/game/n;FF)Lcom/corrodinggames/rts/gameFramework/d/a;,a,method_a_findNearbyBlueprintGhost,findNearbyBlueprintGhost,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Searches active blueprint ghosts for viewerTeam within shared unit radius.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/gameFramework/d/a,()Z,b,method_a_isStillValid,isStillValid,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Validity check for blueprint/source-unit ghost before update/draw.,
visibility-fog-v0.45,added,method,com/corrodinggames/rts/gameFramework/d/a,(F)V,c,method_a_update,update,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,"Instance update increments timers, decays alpha, validates/removes ghost.",
visibility-fog-v0.45,added,method,com/corrodinggames/rts/gameFramework/d/a,(F)V,d,method_a_draw,draw,v0.45-runtime-visibility-fog; v0.46-merged-from-visibility-fog-v0.45,runtime-visibility-fog,confirmed,Instance draw renders ghost unit/icon and blueprint markers with fade paint.,
