kind,owner_official,official_name,descriptor,named_name
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,fillBuffer,([BII)I,fillBuffer
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,stop,()V,stop
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,isPlaying,()Z,isPlaying
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,setVolume,(F)V,setVolume
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,getPosition,()F,getPosition
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,setPosition,(F)V,setPosition
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,getChannels,()I,getChannels
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,getRate,()I,getRate
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,dispose,()V,dispose
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,isMono,()Z,isMono
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice,getLatency,()I,getLatency
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,<init>,(Lcom/corrodinggames/rts/java/audio/lwjgl/OpenALAudio;Lcom/corrodinggames/rts/java/audio/a/a;)V,<init>
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,setup,(II)V,setup
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,playWhenReady,()V,playWhenReady
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,play,()V,play
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,stop,()V,stop
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,pause,()V,pause
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,isPlaying,()Z,isPlaying
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,setLooping,(Z)V,setLooping
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,isLooping,()Z,isLooping
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,setVolume,(F)V,setVolume
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,getVolume,()F,getVolume
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,setPan,(FF)V,setPan
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,setPosition,(F)V,setPosition
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,getPosition,()F,getPosition
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,read,([B)I,read
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,reset,()V,reset
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,loop,()V,loop
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,getChannels,()I,getChannels
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,getRate,()I,getRate
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,backgroundUpdate,()V,backgroundUpdate
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,update,()V,update
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,fill,(I)Z,fill
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,dispose,()V,dispose
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,setOnCompletionListener,(Lcom/corrodinggames/rts/java/audio/Music$OnCompletionListener;)V,setOnCompletionListener
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic,getSourceId,()I,getSourceId
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,<init>,(Lcom/corrodinggames/rts/java/audio/lwjgl/OpenALAudio;)V,<init>
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,setup,([BII)V,setup
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,getBytesUsed,()I,getBytesUsed
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,play,()J,play
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,play,(F)J,play
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,loop,()J,loop
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,loop,(F)J,loop
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,stop,()V,stop
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,dispose,()V,dispose
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,stop,(J)V,stop
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,pause,()V,pause
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,pause,(J)V,pause
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,resume,()V,resume
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,resume,(J)V,resume
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,setPitch,(JF)V,setPitch
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,setVolume,(JF)V,setVolume
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,setLooping,(JZ)V,setLooping
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,setPan,(JFF)V,setPan
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,play,(FFF)J,play
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,loop,(FFF)J,loop
method,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound,duration,()F,duration
method,com/corrodinggames/rts/java/audio/lwjgl/ThreadedWrappingAudioInputStream,<init>,(Ljava/io/InputStream;)V,<init>
method,com/corrodinggames/rts/java/audio/lwjgl/ThreadedWrappingAudioInputStream,backgroundFillBuffer,()V,backgroundFillBuffer
method,com/corrodinggames/rts/java/audio/lwjgl/ThreadedWrappingAudioInputStream,read,()I,read
method,com/corrodinggames/rts/java/audio/lwjgl/ThreadedWrappingAudioInputStream,read,([BII)I,read
method,com/corrodinggames/rts/java/audio/lwjgl/ThreadedWrappingAudioInputStream,read,([B)I,read
method,com/corrodinggames/rts/java/audio/lwjgl/ThreadedWrappingAudioInputStream,close,()V,close
method,com/corrodinggames/rts/java/audio/lwjgl/Wav,<init>,()V,<init>
method,com/corrodinggames/rts/java/audio/lwjgl/Wav$Music,<init>,(Lcom/corrodinggames/rts/java/audio/lwjgl/OpenALAudio;Lcom/corrodinggames/rts/java/audio/a/a;)V,<init>
method,com/corrodinggames/rts/java/audio/lwjgl/Wav$Music,read,([B)I,read
method,com/corrodinggames/rts/java/audio/lwjgl/Wav$Music,reset,()V,reset
method,com/corrodinggames/rts/java/audio/lwjgl/Wav$Sound,<init>,(Lcom/corrodinggames/rts/java/audio/lwjgl/OpenALAudio;Lcom/corrodinggames/rts/java/audio/a/a;)V,<init>
method,com/corrodinggames/rts/java/audio/lwjgl/Wav$WavInputStream,<init>,(Lcom/corrodinggames/rts/java/audio/a/a;)V,<init>
method,com/corrodinggames/rts/java/audio/lwjgl/Wav$WavInputStream,seekToChunk,(CCCC)I,seekToChunk
method,com/corrodinggames/rts/java/audio/lwjgl/Wav$WavInputStream,skipFully,(I)V,skipFully
method,com/corrodinggames/rts/java/audio/lwjgl/Wav$WavInputStream,read,([B)I,read
field,com/corrodinggames/rts/java/audio/a/a,a,Ljava/io/InputStream;,inputStream
field,com/corrodinggames/rts/java/audio/a/a,b,Ljava/io/File;,file
field,com/corrodinggames/rts/java/audio/a/a,c,Ljava/lang/String;,path
method,com/corrodinggames/rts/java/audio/a/a,<init>,(Ljava/lang/String;)V,<init>
method,com/corrodinggames/rts/java/audio/a/a,<init>,(Ljava/io/InputStream;Ljava/lang/String;)V,<init>
method,com/corrodinggames/rts/java/audio/a/a,a,()Ljava/io/InputStream;,read
method,com/corrodinggames/rts/java/audio/a/a,b,()Ljava/lang/String;,extension
field,com/corrodinggames/rts/java/audio/a/b,a,[F,items
field,com/corrodinggames/rts/java/audio/a/b,b,I,size
field,com/corrodinggames/rts/java/audio/a/b,c,Z,ordered
field,com/corrodinggames/rts/java/audio/a/d,a,[I,items
field,com/corrodinggames/rts/java/audio/a/d,b,I,size
field,com/corrodinggames/rts/java/audio/a/d,c,Z,ordered
method,com/corrodinggames/rts/java/audio/a/b,<init>,()V,<init>
method,com/corrodinggames/rts/java/audio/a/b,<init>,(I)V,<init>
method,com/corrodinggames/rts/java/audio/a/b,<init>,(ZI)V,<init>
method,com/corrodinggames/rts/java/audio/a/b,a,(F)V,add
method,com/corrodinggames/rts/java/audio/a/b,a,(IF)V,set
method,com/corrodinggames/rts/java/audio/a/b,b,(IF)V,insert
method,com/corrodinggames/rts/java/audio/a/b,a,()F,pop
method,com/corrodinggames/rts/java/audio/a/b,b,()F,peek
method,com/corrodinggames/rts/java/audio/a/b,c,()V,clear
method,com/corrodinggames/rts/java/audio/a/b,a,(I)[F,ensureCapacity
method,com/corrodinggames/rts/java/audio/a/d,<init>,()V,<init>
method,com/corrodinggames/rts/java/audio/a/d,<init>,(ZI)V,<init>
method,com/corrodinggames/rts/java/audio/a/d,<init>,(Lcom/corrodinggames/rts/java/audio/a/d;)V,<init>
method,com/corrodinggames/rts/java/audio/a/d,a,(I)V,add
method,com/corrodinggames/rts/java/audio/a/d,b,(I)I,get
method,com/corrodinggames/rts/java/audio/a/d,c,(I)I,removeIndex
method,com/corrodinggames/rts/java/audio/a/d,d,(I)[I,ensureCapacity
method,com/corrodinggames/rts/java/audio/a/c,<init>,(Ljava/lang/String;)V,<init>
method,com/corrodinggames/rts/java/audio/a/c,<init>,(Ljava/lang/Throwable;)V,<init>
method,com/corrodinggames/rts/java/audio/a/c,<init>,(Ljava/lang/String;Ljava/lang/Throwable;)V,<init>
field,com/corrodinggames/rts/java/audio/a/e,a,I,size
field,com/corrodinggames/rts/java/audio/a/e,b,[I,keyTable
field,com/corrodinggames/rts/java/audio/a/e,c,[Ljava/lang/Object;,valueTable
field,com/corrodinggames/rts/java/audio/a/e,d,I,capacity
field,com/corrodinggames/rts/java/audio/a/e,e,I,stashSize
field,com/corrodinggames/rts/java/audio/a/e,f,Ljava/lang/Object;,zeroValue
field,com/corrodinggames/rts/java/audio/a/e,g,Z,hasZeroValue
field,com/corrodinggames/rts/java/audio/a/e,h,F,loadFactor
field,com/corrodinggames/rts/java/audio/a/e,i,I,hashShift
field,com/corrodinggames/rts/java/audio/a/e,j,I,mask
field,com/corrodinggames/rts/java/audio/a/e,k,I,threshold
field,com/corrodinggames/rts/java/audio/a/e,l,I,stashCapacity
field,com/corrodinggames/rts/java/audio/a/e,m,I,pushIterations
method,com/corrodinggames/rts/java/audio/a/e,<init>,()V,<init>
method,com/corrodinggames/rts/java/audio/a/e,<init>,(IF)V,<init>
method,com/corrodinggames/rts/java/audio/a/e,a,(ILjava/lang/Object;)Ljava/lang/Object;,put
method,com/corrodinggames/rts/java/audio/a/e,a,(I)Ljava/lang/Object;,get
method,com/corrodinggames/rts/java/audio/a/e,b,(I)Ljava/lang/Object;,remove
method,com/corrodinggames/rts/java/audio/a/e,a,()V,clear
method,com/corrodinggames/rts/java/audio/a/e,e,(I)Z,containsKey
method,com/corrodinggames/rts/java/audio/a/e,b,()Lcom/corrodinggames/rts/java/audio/a/f;,entries
field,com/corrodinggames/rts/java/audio/a/i,a,I,size
field,com/corrodinggames/rts/java/audio/a/i,b,[J,keyTable
field,com/corrodinggames/rts/java/audio/a/i,c,[Ljava/lang/Object;,valueTable
field,com/corrodinggames/rts/java/audio/a/i,d,I,capacity
field,com/corrodinggames/rts/java/audio/a/i,e,I,stashSize
field,com/corrodinggames/rts/java/audio/a/i,f,Ljava/lang/Object;,zeroValue
field,com/corrodinggames/rts/java/audio/a/i,g,Z,hasZeroValue
field,com/corrodinggames/rts/java/audio/a/i,h,F,loadFactor
field,com/corrodinggames/rts/java/audio/a/i,i,I,hashShift
field,com/corrodinggames/rts/java/audio/a/i,j,I,mask
field,com/corrodinggames/rts/java/audio/a/i,k,I,threshold
field,com/corrodinggames/rts/java/audio/a/i,l,I,stashCapacity
field,com/corrodinggames/rts/java/audio/a/i,m,I,pushIterations
method,com/corrodinggames/rts/java/audio/a/i,<init>,()V,<init>
method,com/corrodinggames/rts/java/audio/a/i,<init>,(IF)V,<init>
method,com/corrodinggames/rts/java/audio/a/i,a,(JLjava/lang/Object;)Ljava/lang/Object;,put
method,com/corrodinggames/rts/java/audio/a/i,a,(J)Ljava/lang/Object;,get
method,com/corrodinggames/rts/java/audio/a/i,b,(J)Ljava/lang/Object;,remove
method,com/corrodinggames/rts/java/audio/a/i,a,()V,clear
method,com/corrodinggames/rts/java/audio/a/i,d,(J)Z,containsKey
method,com/corrodinggames/rts/java/audio/a/i,b,()Lcom/corrodinggames/rts/java/audio/a/j;,entries
field,com/corrodinggames/rts/java/audio/a/o,a,I,size
field,com/corrodinggames/rts/java/audio/a/o,b,[Ljava/lang/Object;,keyTable
field,com/corrodinggames/rts/java/audio/a/o,c,[Ljava/lang/Object;,valueTable
field,com/corrodinggames/rts/java/audio/a/o,d,I,capacity
field,com/corrodinggames/rts/java/audio/a/o,e,I,stashSize
field,com/corrodinggames/rts/java/audio/a/o,f,F,loadFactor
field,com/corrodinggames/rts/java/audio/a/o,g,I,hashShift
field,com/corrodinggames/rts/java/audio/a/o,h,I,mask
field,com/corrodinggames/rts/java/audio/a/o,i,I,threshold
field,com/corrodinggames/rts/java/audio/a/o,j,I,stashCapacity
field,com/corrodinggames/rts/java/audio/a/o,k,I,pushIterations
method,com/corrodinggames/rts/java/audio/a/o,<init>,()V,<init>
method,com/corrodinggames/rts/java/audio/a/o,<init>,(IF)V,<init>
method,com/corrodinggames/rts/java/audio/a/o,a,(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,put
method,com/corrodinggames/rts/java/audio/a/o,a,(Ljava/lang/Object;)Ljava/lang/Object;,get
method,com/corrodinggames/rts/java/audio/a/o,b,(Ljava/lang/Object;)Z,containsKey
method,com/corrodinggames/rts/java/audio/a/o,a,()Lcom/corrodinggames/rts/java/audio/a/p;,entries
method,com/corrodinggames/rts/java/audio/a/o,b,()Lcom/corrodinggames/rts/java/audio/a/p;,entriesReuse
field,com/corrodinggames/rts/java/audio/a/g,a,I,key
field,com/corrodinggames/rts/java/audio/a/g,b,Ljava/lang/Object;,value
method,com/corrodinggames/rts/java/audio/a/g,<init>,()V,<init>
field,com/corrodinggames/rts/java/audio/a/k,a,J,key
field,com/corrodinggames/rts/java/audio/a/k,b,Ljava/lang/Object;,value
method,com/corrodinggames/rts/java/audio/a/k,<init>,()V,<init>
field,com/corrodinggames/rts/java/audio/a/h,a,Z,valid
field,com/corrodinggames/rts/java/audio/a/h,b,Lcom/corrodinggames/rts/java/audio/a/e;,map
field,com/corrodinggames/rts/java/audio/a/h,c,I,nextIndex
field,com/corrodinggames/rts/java/audio/a/h,d,I,currentIndex
field,com/corrodinggames/rts/java/audio/a/h,e,Z,hasNext
method,com/corrodinggames/rts/java/audio/a/h,<init>,(Lcom/corrodinggames/rts/java/audio/a/e;)V,<init>
method,com/corrodinggames/rts/java/audio/a/h,b,()V,reset
method,com/corrodinggames/rts/java/audio/a/h,c,()V,advanceToNextIndex
method,com/corrodinggames/rts/java/audio/a/h,remove,()V,remove
field,com/corrodinggames/rts/java/audio/a/l,a,Z,valid
field,com/corrodinggames/rts/java/audio/a/l,b,Lcom/corrodinggames/rts/java/audio/a/i;,map
field,com/corrodinggames/rts/java/audio/a/l,c,I,nextIndex
field,com/corrodinggames/rts/java/audio/a/l,d,I,currentIndex
field,com/corrodinggames/rts/java/audio/a/l,e,Z,hasNext
method,com/corrodinggames/rts/java/audio/a/l,<init>,(Lcom/corrodinggames/rts/java/audio/a/i;)V,<init>
method,com/corrodinggames/rts/java/audio/a/l,b,()V,reset
method,com/corrodinggames/rts/java/audio/a/l,c,()V,advanceToNextIndex
method,com/corrodinggames/rts/java/audio/a/l,remove,()V,remove
method,com/corrodinggames/rts/java/audio/a/f,a,()Lcom/corrodinggames/rts/java/audio/a/g;,nextEntry
method,com/corrodinggames/rts/java/audio/a/f,b,()V,reset
field,com/corrodinggames/rts/java/audio/a/f,f,Lcom/corrodinggames/rts/java/audio/a/g;,entry
method,com/corrodinggames/rts/java/audio/a/f,<init>,(Lcom/corrodinggames/rts/java/audio/a/e;)V,<init>
method,com/corrodinggames/rts/java/audio/a/j,a,()Lcom/corrodinggames/rts/java/audio/a/k;,nextEntry
method,com/corrodinggames/rts/java/audio/a/j,b,()V,reset
field,com/corrodinggames/rts/java/audio/a/j,f,Lcom/corrodinggames/rts/java/audio/a/k;,entry
method,com/corrodinggames/rts/java/audio/a/j,<init>,(Lcom/corrodinggames/rts/java/audio/a/i;)V,<init>
field,com/corrodinggames/rts/java/audio/a/q,a,Ljava/lang/Object;,key
field,com/corrodinggames/rts/java/audio/a/q,b,Ljava/lang/Object;,value
method,com/corrodinggames/rts/java/audio/a/q,<init>,()V,<init>
field,com/corrodinggames/rts/java/audio/a/r,b,Z,valid
field,com/corrodinggames/rts/java/audio/a/r,c,Lcom/corrodinggames/rts/java/audio/a/o;,map
field,com/corrodinggames/rts/java/audio/a/r,d,I,nextIndex
field,com/corrodinggames/rts/java/audio/a/r,e,I,currentIndex
field,com/corrodinggames/rts/java/audio/a/r,f,Z,hasNext
method,com/corrodinggames/rts/java/audio/a/r,<init>,(Lcom/corrodinggames/rts/java/audio/a/o;)V,<init>
method,com/corrodinggames/rts/java/audio/a/r,c,()V,reset
method,com/corrodinggames/rts/java/audio/a/r,d,()V,advanceToNextIndex
method,com/corrodinggames/rts/java/audio/a/r,remove,()V,remove
field,com/corrodinggames/rts/java/audio/a/p,a,Lcom/corrodinggames/rts/java/audio/a/q;,entry
method,com/corrodinggames/rts/java/audio/a/p,<init>,(Lcom/corrodinggames/rts/java/audio/a/o;)V,<init>
method,com/corrodinggames/rts/java/audio/a/p,a,()Lcom/corrodinggames/rts/java/audio/a/q;,nextEntry
method,com/corrodinggames/rts/java/audio/a/p,b,()Lcom/corrodinggames/rts/java/audio/a/p;,iterator
method,com/corrodinggames/rts/java/audio/a/p,c,()V,reset
field,com/corrodinggames/rts/java/audio/a/m,a,Ljava/util/Random;,random
method,com/corrodinggames/rts/java/audio/a/m,a,(F)F,sin
method,com/corrodinggames/rts/java/audio/a/m,b,(F)F,cos
method,com/corrodinggames/rts/java/audio/a/m,a,(I)I,nextPowerOfTwo
method,com/corrodinggames/rts/java/audio/a/m,b,(I)I,isPowerOfTwoAsInt
method,com/corrodinggames/rts/java/audio/a/m,a,(FFF)F,clamp
field,com/corrodinggames/rts/java/audio/a/n,a,[F,sinTable
field,com/corrodinggames/rts/java/audio/a/s,a,[B,emptyBytes
method,com/corrodinggames/rts/java/audio/a/s,a,(Ljava/io/InputStream;Ljava/io/OutputStream;)V,copyStream
method,com/corrodinggames/rts/java/audio/a/s,a,(Ljava/io/InputStream;Ljava/io/OutputStream;[B)V,copyStreamWithBuffer
method,com/corrodinggames/rts/java/audio/a/s,a,(Ljava/io/InputStream;I)[B,readBytes
method,com/corrodinggames/rts/java/audio/a/s,a,(Ljava/io/Closeable;)V,closeQuietly
method,com/corrodinggames/rts/java/audio/a/t,<init>,(I)V,<init>
field,com/corrodinggames/rts/gameFramework/aq,e,Lcom/corrodinggames/rts/gameFramework/am;,musicController
method,com/corrodinggames/rts/gameFramework/aq,a,(F)V,update
method,com/corrodinggames/rts/gameFramework/aq,a,(Ljava/lang/String;)Lcom/corrodinggames/rts/gameFramework/ar;,loadMusicTrack
method,com/corrodinggames/rts/gameFramework/aq,a,()Lcom/corrodinggames/rts/gameFramework/as;,newMusicPlayer
method,com/corrodinggames/rts/gameFramework/aq,a,(Lcom/corrodinggames/rts/gameFramework/am;)V,setMusicController
method,com/corrodinggames/rts/gameFramework/aq,b,()V,shutdown
method,com/corrodinggames/rts/gameFramework/aq,c,()Z,isAvailable
method,com/corrodinggames/rts/gameFramework/aq,d,()Z,isEnabled
method,com/corrodinggames/rts/gameFramework/aq,e,()I,getMaxMusicVolumePercent
method,com/corrodinggames/rts/java/l,a,(F)V,update
method,com/corrodinggames/rts/java/l,a,(Ljava/lang/String;)Lcom/corrodinggames/rts/gameFramework/ar;,loadMusicTrack
method,com/corrodinggames/rts/java/l,a,()Lcom/corrodinggames/rts/gameFramework/as;,newMusicPlayer
method,com/corrodinggames/rts/java/l,a,(Lcom/corrodinggames/rts/gameFramework/am;)V,setMusicController
method,com/corrodinggames/rts/java/l,b,()V,shutdown
method,com/corrodinggames/rts/java/l,c,()Z,isAvailable
method,com/corrodinggames/rts/java/l,d,()Z,isEnabled
method,com/corrodinggames/rts/java/l,e,()I,getMaxMusicVolumePercent
method,com/corrodinggames/rts/gameFramework/av,a,(Ljava/lang/String;)Lcom/corrodinggames/rts/gameFramework/ar;,loadMusicTrack
method,com/corrodinggames/rts/gameFramework/av,a,()Lcom/corrodinggames/rts/gameFramework/as;,newMusicPlayer
method,com/corrodinggames/rts/gameFramework/av,a,(Lcom/corrodinggames/rts/gameFramework/am;)V,setMusicController
method,com/corrodinggames/rts/gameFramework/av,b,()V,shutdown
method,com/corrodinggames/rts/java/l,f,()Ljava/lang/Object;,getAudioLock
field,com/corrodinggames/rts/java/l,a,Z,shutdownRequested
field,com/corrodinggames/rts/java/l,b,Lcom/corrodinggames/rts/java/audio/lwjgl/OpenALAudio;,openALAudio
field,com/corrodinggames/rts/java/l,c,Z,musicThreadStarted
field,com/corrodinggames/rts/gameFramework/ar,b,Ljava/lang/String;,trackPath
method,com/corrodinggames/rts/gameFramework/ar,<init>,(Ljava/lang/String;Lcom/corrodinggames/rts/gameFramework/aq;)V,<init>
field,com/corrodinggames/rts/java/m,a,Lcom/corrodinggames/rts/java/l;,musicFactory
field,com/corrodinggames/rts/java/m,c,Lcom/corrodinggames/rts/java/audio/Music;,music
method,com/corrodinggames/rts/java/m,<init>,(Ljava/lang/String;Lcom/corrodinggames/rts/java/l;)V,<init>
method,com/corrodinggames/rts/gameFramework/as,a,(Lcom/corrodinggames/rts/gameFramework/ar;)V,setTrack
method,com/corrodinggames/rts/gameFramework/as,a,(F)V,setVolume
method,com/corrodinggames/rts/gameFramework/as,a,(Z)V,queuePlay
method,com/corrodinggames/rts/gameFramework/as,d,()V,stop
method,com/corrodinggames/rts/gameFramework/as,a,()V,pause
method,com/corrodinggames/rts/gameFramework/as,b,()V,resume
method,com/corrodinggames/rts/gameFramework/as,c,()Z,isPlaying
method,com/corrodinggames/rts/gameFramework/as,e,()V,dispose
method,com/corrodinggames/rts/java/n,a,(Lcom/corrodinggames/rts/gameFramework/ar;)V,setTrack
method,com/corrodinggames/rts/java/n,a,(F)V,setVolume
method,com/corrodinggames/rts/java/n,a,(Z)V,queuePlay
method,com/corrodinggames/rts/java/n,d,()V,stop
method,com/corrodinggames/rts/java/n,a,()V,pause
method,com/corrodinggames/rts/java/n,b,()V,resume
method,com/corrodinggames/rts/java/n,c,()Z,isPlaying
method,com/corrodinggames/rts/java/n,e,()V,dispose
method,com/corrodinggames/rts/java/n,f,()V,playQueuedTrackNow
field,com/corrodinggames/rts/java/n,a,Lcom/corrodinggames/rts/java/m;,track
field,com/corrodinggames/rts/java/n,b,Lcom/corrodinggames/rts/java/l;,musicFactory
field,com/corrodinggames/rts/java/n,c,Lcom/corrodinggames/rts/java/audio/Music;,music
field,com/corrodinggames/rts/java/n,d,Z,playQueued
field,com/corrodinggames/rts/java/n,e,Z,loopQueued
field,com/corrodinggames/rts/java/n,f,Z,hasStartedPlayback
field,com/corrodinggames/rts/java/o,a,I,soundPoolSize
field,com/corrodinggames/rts/java/o,b,Ljava/util/concurrent/LinkedBlockingQueue;,playQueue
field,com/corrodinggames/rts/java/o,c,Lcom/corrodinggames/rts/gameFramework/utility/ad;,playTaskPool
field,com/corrodinggames/rts/java/o,d,Lcom/corrodinggames/rts/java/r;,soundThread
field,com/corrodinggames/rts/java/o,e,Landroid/content/Context;,context
field,com/corrodinggames/rts/java/o,f,Lcom/corrodinggames/rts/java/audio/lwjgl/OpenALAudio;,openALAudio
method,com/corrodinggames/rts/java/o,b,()Ljava/lang/Object;,getAudioLock
method,com/corrodinggames/rts/java/o,a,(Landroid/content/Context;)V,init
method,com/corrodinggames/rts/java/o,a,(I)Lcom/corrodinggames/rts/gameFramework/a/i;,loadBuiltinSoundByResourceId
method,com/corrodinggames/rts/java/o,a,(Ljava/lang/String;Lcom/corrodinggames/rts/gameFramework/utility/j;Z)Lcom/corrodinggames/rts/gameFramework/a/i;,loadSoundFromStream
method,com/corrodinggames/rts/java/o,a,()V,startThreads
field,com/corrodinggames/rts/java/q,a,Lcom/corrodinggames/rts/java/audio/Sound;,sound
field,com/corrodinggames/rts/java/q,b,Lcom/corrodinggames/rts/java/o;,soundFactory
method,com/corrodinggames/rts/java/q,<init>,(Lcom/corrodinggames/rts/java/o;Ljava/lang/String;Lcom/corrodinggames/rts/gameFramework/a/h;)V,<init>
method,com/corrodinggames/rts/java/q,a,(FFIIF)V,enqueuePlay
method,com/corrodinggames/rts/java/q,b,(FFIIF)V,playNow
method,com/corrodinggames/rts/java/q,a,()I,getBytesUsed
field,com/corrodinggames/rts/java/p,a,Lcom/corrodinggames/rts/java/q;,gameSound
field,com/corrodinggames/rts/java/p,b,F,leftVolume
field,com/corrodinggames/rts/java/p,c,F,rightVolume
field,com/corrodinggames/rts/java/p,d,I,priority
field,com/corrodinggames/rts/java/p,e,I,loop
field,com/corrodinggames/rts/java/p,f,F,pitch
method,com/corrodinggames/rts/java/p,<init>,()V,<init>
method,com/corrodinggames/rts/java/p,a,()V,play
field,com/corrodinggames/rts/java/r,a,Lcom/corrodinggames/rts/java/o;,soundFactory
method,com/corrodinggames/rts/java/r,<init>,(Lcom/corrodinggames/rts/java/o;)V,<init>
method,com/corrodinggames/rts/java/r,run,()V,run
