owner_official,official_name,descriptor,expected_named_name,provider_owner,mapped_after
com/corrodinggames/rts/game/units/a/y,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/y,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/y,d,()Ljava/lang/String;,getDisplayTextWithCount,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/y,h_,()Z,shouldShowText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/y,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/y,d,(Lcom/corrodinggames/rts/game/units/am;)Ljava/lang/String;,getTextForUnit,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/y,u,()Z,isQueuedAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/y,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,b,(Lcom/corrodinggames/rts/game/units/am;Z)I,getDisplayQueueCount,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,e,()Lcom/corrodinggames/rts/game/units/a/u;,getActionCommandType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,d,()Ljava/lang/String;,getDisplayTextWithCount,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,w,(Lcom/corrodinggames/rts/game/units/am;)Ljava/lang/String;,getTextForTooltip,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,h_,()Z,shouldShowText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,u,()Z,isQueuedAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/a/z,m_,()F,getSortOrder,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/c$1,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/c$1,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/c$1,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/c$2,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/c$2,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/c$2,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/d$1,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/d$1,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/d$1,b,(Lcom/corrodinggames/rts/game/units/am;Z)I,getDisplayQueueCount,com/corrodinggames/rts/game/units/a/x,True
com/corrodinggames/rts/game/units/b/d$1,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/d$2,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/d$2,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/d$2,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/b/d$2,b,(Lcom/corrodinggames/rts/game/units/am;)Z,isVisible,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,P,()Lcom/corrodinggames/rts/game/units/custom/h;,getTags,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,d,(Lcom/corrodinggames/rts/game/units/am;Z)Z,canPlayerCancel,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,k,(Lcom/corrodinggames/rts/game/units/am;)Z,isAlwaysSinglePress,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,l,(Lcom/corrodinggames/rts/game/units/am;)Z,isSecondarySinglePress,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,u,()Z,isQueuedAction,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/custom/a/g,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,g,(Lcom/corrodinggames/rts/game/units/am;)Z,isLocked,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,j,(Lcom/corrodinggames/rts/game/units/am;)Ljava/lang/String;,getLockMessage,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,r,(Lcom/corrodinggames/rts/game/units/am;)Z,isVisibleWithExtraCheck,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,b,(Lcom/corrodinggames/rts/game/units/am;)Z,isVisible,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,a,(Lcom/corrodinggames/rts/game/units/am;Lcom/corrodinggames/rts/game/n;)Z,isAlsoViewableByTeam,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,r_,()Lcom/corrodinggames/rts/game/units/custom/d/b;,getStreamingCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,b,(Lcom/corrodinggames/rts/game/units/am;Z)I,getDisplayQueueCount,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/custom/a/g,d,()Ljava/lang/String;,getDisplayTextWithCount,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,d,(Lcom/corrodinggames/rts/game/units/am;)Ljava/lang/String;,getTextForUnit,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,e,(Lcom/corrodinggames/rts/game/units/am;)Ljava/lang/String;,getDescriptionForUnit,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/custom/a/g,e,()Lcom/corrodinggames/rts/game/units/a/u;,getActionCommandType,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/custom/a/g,B,()Lcom/corrodinggames/rts/game/units/custom/d/b;,getPrice,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,y,()Lcom/corrodinggames/rts/game/units/as;,getGuiBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,E,()Lcom/corrodinggames/rts/game/units/as;,getAiConsiderSameAsBuildingUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,m,(Lcom/corrodinggames/rts/game/units/am;)Z,isAiDisabled,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,n,(Lcom/corrodinggames/rts/game/units/am;)Z,isAiHighPriority,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,v,(Lcom/corrodinggames/rts/game/units/am;)Lcom/corrodinggames/rts/game/units/custom/a/e;,getAiUse,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,H,()Z,isHighPriorityQueue,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,I,()Z,isOnlyOneUnitAtATime,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,j,()Lcom/corrodinggames/rts/gameFramework/m/e;,getIconImage,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,h,(Lcom/corrodinggames/rts/game/units/am;)Lcom/corrodinggames/rts/gameFramework/m/e;,getIconExtraImage,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,J,()I,getIconExtraColor,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,i,(Lcom/corrodinggames/rts/game/units/am;)Lcom/corrodinggames/rts/game/units/am;,getUnitShownInUI,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,s,(Lcom/corrodinggames/rts/game/units/am;)Z,isUnitShownInUIWithHpBar,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,t,(Lcom/corrodinggames/rts/game/units/am;)Z,isUnitShownInUIWithProgressBar,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,a,(Lcom/corrodinggames/rts/game/units/am;)Z,isGuiBlinking,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,Q,()Z,usesExtraLagHidingInUI,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/custom/a/g,a,(Lcom/corrodinggames/rts/game/units/y;)V,onActionCompleted,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/a$1,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/a$1,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/a$1,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/a$1,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/a$1,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/a/a$1,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/a$1,b,(Lcom/corrodinggames/rts/game/units/am;)Z,isVisible,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/a$1,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/a$1,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$1,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$1,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$1,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$1,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$1,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/a/b$1,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$1,b,(Lcom/corrodinggames/rts/game/units/am;)Z,isVisible,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$1,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$1,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$2,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$2,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$2,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$2,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$2,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/a/b$2,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$2,b,(Lcom/corrodinggames/rts/game/units/am;)Z,isVisible,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$2,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$2,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$3,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$3,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$3,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$3,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$3,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/a/b$3,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$3,b,(Lcom/corrodinggames/rts/game/units/am;)Z,isVisible,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$3,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$3,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$4,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$4,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$4,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$4,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$4,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/a/b$4,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$4,b,(Lcom/corrodinggames/rts/game/units/am;)Z,isVisible,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$4,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/a/b$4,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/b,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/b,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/b,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/b,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/b,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/b,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/b,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/b,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$1,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$1,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$1,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$1,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$1,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$1,e,()Lcom/corrodinggames/rts/game/units/a/u;,getActionCommandType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$1,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$1,b,(Lcom/corrodinggames/rts/game/units/am;Z)I,getDisplayQueueCount,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$1,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$2,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$2,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$2,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$2,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$2,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/c$2,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$2,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/c$2,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/f$1,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/f$1,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/f$1,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/f$1,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/f$1,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/f$1,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/f$1,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/f$1,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$1,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$1,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$1,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$1,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$1,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/g$1,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$1,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$1,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$2,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$2,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$2,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$2,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$2,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/g$2,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$2,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/g$2,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$1,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$1,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$1,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$1,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$1,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/h$1,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$1,b,(Lcom/corrodinggames/rts/game/units/am;)Z,isVisible,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$1,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$1,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$2,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$2,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$2,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$2,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$2,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/h$2,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$2,b,(Lcom/corrodinggames/rts/game/units/am;)Z,isVisible,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$2,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/h$2,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/n,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/n,a,()Ljava/lang/String;,getDescription,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/n,b,()Ljava/lang/String;,getText,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/n,c,()I,getCreditCost,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/n,K,()F,getBuildSpeed,com/corrodinggames/rts/game/units/a/w,True
com/corrodinggames/rts/game/units/d/n,a,(Lcom/corrodinggames/rts/game/units/am;Z)Z,isActiveAndQueueAllowed,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/n,f,()Lcom/corrodinggames/rts/game/units/a/t;,getDisplayType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/n,i,()Lcom/corrodinggames/rts/game/units/as;,getBuildUnitType,com/corrodinggames/rts/game/units/a/s,True
com/corrodinggames/rts/game/units/d/p$1,g,()Z,isBuildAction,com/corrodinggames/rts/game/units/a/s,True
