kind,owner_official,descriptor,official_name,intermediary_name,named_name,source,category,confidence,evidence,notes,pc_owner_official,match_score,api_stability
class,com/corrodinggames/rts/game/units/d/ah,,,rw/unit/building/WallVerticalUnit,rustedwarfare/unit/building/WallVerticalUnit,structural_match,common_core,medium,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/w,0.660324,reviewed
class,com/corrodinggames/rts/game/units/d/b,,,rw/unit/action/internal/Obf_d_b,rustedwarfare/unit/action/internal/Obf_d_b,structural_match,common_core,medium,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/b,0.744826,reviewed
class,com/corrodinggames/rts/game/units/d/c,,,rw/unit/building/AntiNukeLauncherUnit,rustedwarfare/unit/building/AntiNukeLauncherUnit,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/c,0.711832,stable
class,com/corrodinggames/rts/game/units/d/d,,,rw/unit/action/internal/Obf_d_c_1,rustedwarfare/unit/action/internal/Obf_d_c_1,structural_match,common_core,medium,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/c$1,0.682157,reviewed
class,com/corrodinggames/rts/game/units/d/e,,,rw/unit/action/internal/Obf_d_c_2,rustedwarfare/unit/action/internal/Obf_d_c_2,structural_match,common_core,medium,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/c$2,0.697802,reviewed
class,com/corrodinggames/rts/game/units/d/f,,,rw/unit/building/BuildingUnitBase,rustedwarfare/unit/building/BuildingUnitBase,structural_match,common_core,medium,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/d,0.694036,reviewed
class,com/corrodinggames/rts/game/units/d/g,,,rw/unit/building/CommandCenterUnit,rustedwarfare/unit/building/CommandCenterUnit,structural_match,common_core,medium,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/e,0.680008,reviewed
class,com/corrodinggames/rts/game/units/d/h,,,rw/unit/building/ExperimentalLandFactoryUnit,rustedwarfare/unit/building/ExperimentalLandFactoryUnit,structural_match,common_core,medium,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/f,0.695607,reviewed
class,com/corrodinggames/rts/game/units/d/i,,,rw/unit/action/internal/Obf_d_f_1,rustedwarfare/unit/action/internal/Obf_d_f_1,structural_match,common_core,medium,iterative_hungarian: iteration 4; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/f$1,0.692543,reviewed
class,com/corrodinggames/rts/game/units/d/j,,,rw/unit/building/ExtractorUnit,rustedwarfare/unit/building/ExtractorUnit,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/g,0.737615,stable
class,com/corrodinggames/rts/game/units/d/k,,,rw/unit/action/internal/Obf_d_g_1,rustedwarfare/unit/action/internal/Obf_d_g_1,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/g$1,0.704393,stable
class,com/corrodinggames/rts/game/units/d/l,,,rw/unit/action/internal/Obf_d_g_2,rustedwarfare/unit/action/internal/Obf_d_g_2,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/g$2,0.704393,stable
class,com/corrodinggames/rts/game/units/d/m,,,rw/unit/building/FabricatorUnit,rustedwarfare/unit/building/FabricatorUnit,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/h,0.710064,stable
class,com/corrodinggames/rts/game/units/d/n,,,rw/unit/action/internal/Obf_d_h_1,rustedwarfare/unit/action/internal/Obf_d_h_1,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/h$1,0.709118,stable
class,com/corrodinggames/rts/game/units/d/o,,,rw/unit/action/internal/Obf_d_h_2,rustedwarfare/unit/action/internal/Obf_d_h_2,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/h$2,0.708467,stable
class,com/corrodinggames/rts/game/units/d/p,,,rw/unit/building/ProductionBuildingUnitBase,rustedwarfare/unit/building/ProductionBuildingUnitBase,structural_match,common_core,medium,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/i,0.689923,reviewed
class,com/corrodinggames/rts/game/units/d/q,,,rustedwarfare/unit/build/BuildQueueItem,rustedwarfare/unit/build/BuildQueueItem,structural_match,common_core,medium,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/j,0.696772,reviewed
class,com/corrodinggames/rts/game/units/d/r,,,rw/v100/unit/build/FactoryQueueManager,rustedwarfare/unit/build/FactoryQueueManager,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/k,0.729743,stable
class,com/corrodinggames/rts/game/units/d/s,,,rw/unit/build/BuildQueueHost,rustedwarfare/unit/build/BuildQueueHost,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/l,0.819106,stable
class,com/corrodinggames/rts/game/units/d/t,,,rw/unit/building/LandFactoryUnit,rustedwarfare/unit/building/LandFactoryUnit,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/m,0.728597,stable
class,com/corrodinggames/rts/game/units/d/u,,,rw/unit/action/internal/Obf_d_n,rustedwarfare/unit/action/internal/Obf_d_n,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/n,0.723048,stable
class,com/corrodinggames/rts/game/units/d/v,,,rw/v100/unit/build/LandFactoryQueueManager,rustedwarfare/unit/build/LandFactoryQueueManager,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/o,0.800415,stable
class,com/corrodinggames/rts/game/units/d/w,,,rw/unit/building/LaserDefenceUnit,rustedwarfare/unit/building/LaserDefenceUnit,structural_match,common_core,medium,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/p,0.694042,reviewed
class,com/corrodinggames/rts/game/units/d/x,,,rw/unit/action/internal/Obf_d_p_1,rustedwarfare/unit/action/internal/Obf_d_p_1,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/p$1,0.706502,stable
class,com/corrodinggames/rts/game/units/d/y,,,rw/unit/building/NukeLauncherUnit,rustedwarfare/unit/building/NukeLauncherUnit,structural_match,common_core,medium,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/q,0.683851,reviewed
class,com/corrodinggames/rts/game/units/d/z,,,rw/unit/action/internal/Obf_d_q_1,rustedwarfare/unit/action/internal/Obf_d_q_1,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/d/q$1,0.707477,stable
class,com/corrodinggames/rts/game/units/da,,,rw/unit/BuiltinUnitType$HeavyHoverTank,rustedwarfare/unit/BuiltinUnitType$HeavyHoverTank,structural_match,common_core,high,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$17,0.781168,stable
class,com/corrodinggames/rts/game/units/db,,,rw/unit/BuiltinUnitType$LaserDefence,rustedwarfare/unit/BuiltinUnitType$LaserDefence,structural_match,common_core,medium,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$18,0.785353,reviewed
class,com/corrodinggames/rts/game/units/dc,,,rw/unit/BuiltinUnitType$Dropship,rustedwarfare/unit/BuiltinUnitType$Dropship,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$19,0.781168,stable
class,com/corrodinggames/rts/game/units/dd,,,rw/unit/BuiltinUnitType$Tree,rustedwarfare/unit/BuiltinUnitType$Tree,structural_match,common_core,medium,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$20,0.779414,reviewed
class,com/corrodinggames/rts/game/units/de,,,rw/unit/BuiltinUnitType$RepairBay,rustedwarfare/unit/BuiltinUnitType$RepairBay,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$21,0.781168,stable
class,com/corrodinggames/rts/game/units/df,,,rw/unit/BuiltinUnitType$NukeLauncher,rustedwarfare/unit/BuiltinUnitType$NukeLauncher,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$22,0.781168,stable
class,com/corrodinggames/rts/game/units/dg,,,rw/unit/BuiltinUnitType$AirFactory,rustedwarfare/unit/BuiltinUnitType$AirFactory,structural_match,common_core,high,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$23,0.786937,stable
class,com/corrodinggames/rts/game/units/dh,,,rw/unit/BuiltinUnitType$AntiNukeLauncher,rustedwarfare/unit/BuiltinUnitType$AntiNukeLauncher,structural_match,common_core,high,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$24,0.781168,stable
class,com/corrodinggames/rts/game/units/di,,,rw/unit/BuiltinUnitType$MammothTank,rustedwarfare/unit/BuiltinUnitType$MammothTank,anchor_bounded_sequence,common_core,high,monotonic package sequence; bounded=true; anchors=76,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$25,0.781168,stable
class,com/corrodinggames/rts/game/units/dj,,,rw/unit/BuiltinUnitType$ExperimentalTank,rustedwarfare/unit/BuiltinUnitType$ExperimentalTank,structural_match,common_core,high,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$26,0.781168,stable
class,com/corrodinggames/rts/game/units/dk,,,rw/unit/BuiltinUnitType$ExperimentalLandFactory,rustedwarfare/unit/BuiltinUnitType$ExperimentalLandFactory,structural_match,common_core,high,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$27,0.783446,stable
class,com/corrodinggames/rts/game/units/dl,,,rw/unit/BuiltinUnitType$CrystalResource,rustedwarfare/unit/BuiltinUnitType$CrystalResource,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$28,0.781168,stable
class,com/corrodinggames/rts/game/units/dm,,,rw/unit/BuiltinUnitType$WallVertical,rustedwarfare/unit/BuiltinUnitType$WallVertical,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$29,0.781168,stable
class,com/corrodinggames/rts/game/units/dn,,,rw/unit/BuiltinUnitType$Fabricator,rustedwarfare/unit/BuiltinUnitType$Fabricator,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$30,0.787290,stable
class,com/corrodinggames/rts/game/units/do,,,rw/unit/BuiltinUnitType$AttackSubmarine,rustedwarfare/unit/BuiltinUnitType$AttackSubmarine,structural_match,common_core,medium,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$31,0.779414,reviewed
class,com/corrodinggames/rts/game/units/dp,,,rw/unit/BuiltinUnitType$BuilderShip,rustedwarfare/unit/BuiltinUnitType$BuilderShip,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$32,0.784734,stable
class,com/corrodinggames/rts/game/units/dq,,,rw/unit/BuiltinUnitType$AmphibiousJet,rustedwarfare/unit/BuiltinUnitType$AmphibiousJet,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$33,0.781168,stable
class,com/corrodinggames/rts/game/units/dr,,,rw/unit/BuiltinUnitType$SeaFactory,rustedwarfare/unit/BuiltinUnitType$SeaFactory,structural_match,common_core,medium,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$34,0.787970,reviewed
class,com/corrodinggames/rts/game/units/ds,,,rw/unit/BuiltinUnitType$SupplyDepot,rustedwarfare/unit/BuiltinUnitType$SupplyDepot,structural_match,common_core,high,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$35,0.781168,stable
class,com/corrodinggames/rts/game/units/dt,,,rw/unit/BuiltinUnitType$ExperimentalHoverTank,rustedwarfare/unit/BuiltinUnitType$ExperimentalHoverTank,structural_match,common_core,high,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$36,0.781168,stable
class,com/corrodinggames/rts/game/units/du,,,rw/unit/BuiltinUnitType$ArtilleryTurret,rustedwarfare/unit/BuiltinUnitType$ArtilleryTurret,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$37,0.787024,stable
class,com/corrodinggames/rts/game/units/dv,,,rw/unit/BuiltinUnitType$FlamethrowerTurret,rustedwarfare/unit/BuiltinUnitType$FlamethrowerTurret,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$38,0.787024,stable
class,com/corrodinggames/rts/game/units/dw,,,rw/unit/BuiltinUnitType$FogRevealer,rustedwarfare/unit/BuiltinUnitType$FogRevealer,structural_match,common_core,medium,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$39,0.773753,reviewed
class,com/corrodinggames/rts/game/units/dx,,,rw/unit/BuiltinUnitType$SpreadingFire,rustedwarfare/unit/BuiltinUnitType$SpreadingFire,structural_match,common_core,medium,iterative_hungarian: iteration 2; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$40,0.773753,reviewed
class,com/corrodinggames/rts/game/units/dy,,,rw/unit/BuiltinUnitType$AntiAirTurretT2,rustedwarfare/unit/BuiltinUnitType$AntiAirTurretT2,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$41,0.787024,stable
class,com/corrodinggames/rts/game/units/dz,,,rw/unit/BuiltinUnitType$TurretT2,rustedwarfare/unit/BuiltinUnitType$TurretT2,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$42,0.787024,stable
class,com/corrodinggames/rts/game/units/e,,,rw/unit/resource/CrystalResourceUnit,rustedwarfare/unit/resource/CrystalResourceUnit,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e,0.709876,stable
class,com/corrodinggames/rts/game/units/e/a,,,rw/unit/land/ArtilleryUnit,rustedwarfare/unit/land/ArtilleryUnit,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/a,0.712067,stable
class,com/corrodinggames/rts/game/units/e/b,,,rw/unit/land/BuilderUnit,rustedwarfare/unit/land/BuilderUnit,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/b,0.745560,stable
class,com/corrodinggames/rts/game/units/e/c,,,rw/unit/land/ExperimentalHoverTankUnit,rustedwarfare/unit/land/ExperimentalHoverTankUnit,structural_match,common_core,medium,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/c,0.696574,reviewed
class,com/corrodinggames/rts/game/units/e/d,,,rw/unit/land/ExperimentalTankUnit,rustedwarfare/unit/land/ExperimentalTankUnit,structural_match,common_core,medium,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/d,0.702363,reviewed
class,com/corrodinggames/rts/game/units/e/e,,,rw/unit/land/HeavyHoverTankUnit,rustedwarfare/unit/land/HeavyHoverTankUnit,structural_match,common_core,medium,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/e,0.707855,reviewed
class,com/corrodinggames/rts/game/units/e/f,,,rw/unit/land/HeavyTankUnit,rustedwarfare/unit/land/HeavyTankUnit,structural_match,common_core,medium,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/f,0.704265,reviewed
class,com/corrodinggames/rts/game/units/e/g,,,rw/unit/land/HoverTankUnit,rustedwarfare/unit/land/HoverTankUnit,structural_match,common_core,medium,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/g,0.724153,reviewed
class,com/corrodinggames/rts/game/units/e/h,,,rw/unit/land/HoverUnitBase,rustedwarfare/unit/land/HoverUnitBase,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/h,0.796675,stable
class,com/corrodinggames/rts/game/units/e/i,,,rw/unit/land/HovercraftUnit,rustedwarfare/unit/land/HovercraftUnit,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/i,0.744811,stable
class,com/corrodinggames/rts/game/units/e/j,,,rw/unit/action/internal/Obf_e_i_1,rustedwarfare/unit/action/internal/Obf_e_i_1,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/i$1,0.765903,stable
class,com/corrodinggames/rts/game/units/e/k,,,rw/unit/action/internal/Obf_e_i_2,rustedwarfare/unit/action/internal/Obf_e_i_2,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/i$2,0.765491,stable
class,com/corrodinggames/rts/game/units/e/l,,,rw/unit/land/LandUnitBase,rustedwarfare/unit/land/LandUnitBase,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/j,0.764596,stable
class,com/corrodinggames/rts/game/units/e/m,,,rw/unit/land/LaserTankUnit,rustedwarfare/unit/land/LaserTankUnit,anchor_bounded_sequence,common_core,high,monotonic package sequence; bounded=true; anchors=7,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/k,0.687288,stable
class,com/corrodinggames/rts/game/units/e/n,,,rw/unit/land/MammothTankUnit,rustedwarfare/unit/land/MammothTankUnit,anchor_bounded_sequence,common_core,high,monotonic package sequence; bounded=true; anchors=7,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/l,0.697602,stable
class,com/corrodinggames/rts/game/units/e/o,,,rw/unit/land/MegaTankUnit,rustedwarfare/unit/land/MegaTankUnit,anchor_bounded_sequence,common_core,high,monotonic package sequence; bounded=true; anchors=7,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/m,0.683520,stable
class,com/corrodinggames/rts/game/units/e/p,,,rw/unit/land/TankUnit,rustedwarfare/unit/land/TankUnit,anchor_bounded_sequence,common_core,high,monotonic package sequence; bounded=true; anchors=7,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/n,0.687644,stable
class,com/corrodinggames/rts/game/units/e/q,,,rw/unit/land/TankDestroyerUnit,rustedwarfare/unit/land/TankDestroyerUnit,anchor_bounded_sequence,common_core,high,monotonic package sequence; bounded=false; anchors=7,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/e/o,0.684074,stable
class,com/corrodinggames/rts/game/units/ea,,,rw/unit/BuiltinUnitType$TurretT3,rustedwarfare/unit/BuiltinUnitType$TurretT3,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$43,0.792134,stable
class,com/corrodinggames/rts/game/units/eb,,,rw/unit/BuiltinUnitType$DamagingBorder,rustedwarfare/unit/BuiltinUnitType$DamagingBorder,anchor_bounded_sequence,common_core,high,monotonic package sequence; bounded=true; anchors=76,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$44,0.776666,stable
class,com/corrodinggames/rts/game/units/ec,,,rw/unit/BuiltinUnitType$CommandCenter,rustedwarfare/unit/BuiltinUnitType$CommandCenter,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$45,0.783446,stable
class,com/corrodinggames/rts/game/units/ed,,,rw/unit/BuiltinUnitType$ZoneMarker,rustedwarfare/unit/BuiltinUnitType$ZoneMarker,anchor_bounded_sequence,common_core,high,monotonic package sequence; bounded=true; anchors=76,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$46,0.778097,stable
class,com/corrodinggames/rts/game/units/ee,,,rw/unit/BuiltinUnitType$EditorOrBuilder,rustedwarfare/unit/BuiltinUnitType$EditorOrBuilder,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$47,0.796839,stable
class,com/corrodinggames/rts/game/units/ef,,,rw/unit/BuiltinUnitType$DummyNonUnitWithTeam,rustedwarfare/unit/BuiltinUnitType$DummyNonUnitWithTeam,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$48,0.765563,stable
class,com/corrodinggames/rts/game/units/eg,,,rw/v090/unit/BuiltinUnitType$49,rustedwarfare/unit/BuiltinUnitType$49,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$49,0.747459,stable
class,com/corrodinggames/rts/game/units/eh,,,rw/unit/BuiltinUnitType$Turret,rustedwarfare/unit/BuiltinUnitType$Turret,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$50,0.781168,stable
class,com/corrodinggames/rts/game/units/ei,,,rw/unit/BuiltinUnitType$AntiAirTurret,rustedwarfare/unit/BuiltinUnitType$AntiAirTurret,structural_match,common_core,high,iterative_hungarian: iteration 1; relation signals 2,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$51,0.781168,stable
class,com/corrodinggames/rts/game/units/ej,,,rw/unit/BuiltinUnitType$Builder,rustedwarfare/unit/BuiltinUnitType$Builder,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$52,0.786801,stable
class,com/corrodinggames/rts/game/units/ek,,,rw/unit/BuiltinUnitType$Tank,rustedwarfare/unit/BuiltinUnitType$Tank,anchor_bounded_sequence,common_core,high,monotonic package sequence; bounded=true; anchors=76,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/ar$53,0.779414,stable
class,com/corrodinggames/rts/game/units/el,,,rw/unit/UnitType,rustedwarfare/unit/UnitType,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/as,1.000000,stable
class,com/corrodinggames/rts/game/units/em,,,rw/unit/action/UnitActionList,rustedwarfare/unit/action/UnitActionList,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/at,0.813463,stable
class,com/corrodinggames/rts/game/units/en,,,rw/unit/UnitOrder,rustedwarfare/unit/UnitOrder,structural_match,common_core,medium,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/au,0.692590,reviewed
class,com/corrodinggames/rts/game/units/eo,,,rw/unit/UnitOrderType,rustedwarfare/unit/UnitOrderType,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/av,0.774038,stable
class,com/corrodinggames/rts/game/units/f,,,rw/unit/special/MapMarkerUnit,rustedwarfare/unit/special/MapMarkerUnit,structural_match,common_core,medium,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f,0.677686,reviewed
class,com/corrodinggames/rts/game/units/f/a,,,rw/unit/spatial/UnitSpatialCell,rustedwarfare/unit/spatial/UnitSpatialCell,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f/a,0.825861,stable
class,com/corrodinggames/rts/game/units/f/b,,,rw/unit/spatial/UnitBucket,rustedwarfare/unit/spatial/UnitBucket,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f/b,0.782406,stable
class,com/corrodinggames/rts/game/units/f/c,,,rw/unit/spatial/UnitSpatialIndex,rustedwarfare/unit/spatial/UnitSpatialIndex,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f/c,0.714044,stable
class,com/corrodinggames/rts/game/units/f/d,,,rw/unit/spatial/CircleUnitFilter,rustedwarfare/unit/spatial/CircleUnitFilter,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f/d,0.822176,stable
class,com/corrodinggames/rts/game/units/f/e,,,rw/unit/spatial/SpatialUnitFilter,rustedwarfare/unit/spatial/SpatialUnitFilter,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f/e,0.898821,stable
class,com/corrodinggames/rts/game/units/f/f,,,rw/unit/spatial/UnitSearchResultIterator,rustedwarfare/unit/spatial/UnitSearchResultIterator,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f/f,0.787893,stable
class,com/corrodinggames/rts/game/units/f/g,,,rw/unit/spatial/RectUnitFilter,rustedwarfare/unit/spatial/RectUnitFilter,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f/g,0.766307,stable
class,com/corrodinggames/rts/game/units/f/h,,,rw/unit/spatial/RectWithUnitRadiusFilter,rustedwarfare/unit/spatial/RectWithUnitRadiusFilter,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f/h,0.813337,stable
class,com/corrodinggames/rts/game/units/f/i,,,rw/unit/spatial/TeamAwareUnitSearchCallback,rustedwarfare/unit/spatial/TeamAwareUnitSearchCallback,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f/i,0.894739,stable
class,com/corrodinggames/rts/game/units/f/j,,,rw/unit/spatial/UnitSearchCallback,rustedwarfare/unit/spatial/UnitSearchCallback,structural_match,common_core,high,mutual_base: mutual-best structural fingerprint,PC v1.1 common namespace port,com/corrodinggames/rts/game/units/f/j,0.898821,stable
