official_row,official_sheet,section_context,context_type,category,version_added,key_raw,key_normalized,key_candidate,value_type,description,example,evidence_status,best_parser_owner_official,best_parser_owner_named,best_parser_domain,best_match,other_hit_count,semantic_confidence,implementation_note,best_method_official,best_method_descriptor,best_method_named
54,1.16,[core],ini_section,Necessary Code: will cause error if these are not included,,name:,name,name,string,"Defines the unit raw name, game uses it to identify as a unique name. (This is not displayed in-game)",name: customTank1,matched,com/corrodinggames/rts/game/units/custom/l,rustedwarfare/custom/CustomUnitMetadata,custom-unit-metadata,name,19,medium,,,,
356,1.16,[attack],ini_section,,1.13,stopTargetingAfterFiring,stopTargetingAfterFiring,stopTargetingAfterFiring,bool,Unit stops targeting after firing a shot. Rarely used or needed.,stopTargetingAfterFiring: true,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,stopTargetingAfterFiring,0,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
357,1.16,[attack],ini_section,,,disablePassiveTargeting:,disablePassiveTargeting,disablePassiveTargeting,bool,Unit only attacks manually ordered target. Rarely used or needed.,disablePassiveTargeting: true,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,disablePassiveTargeting,0,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
358,1.16,[attack],ini_section,,1.13.3,showRangeUIGuide,showRangeUIGuide,showRangeUIGuide,bool,Will it show the range indicator. Useful for showing ranges in radar and related structures.,showRangeUIGuide: true,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,showRangeUIGuide,1,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
359,1.16,[attack],ini_section,,1.15,shootDelayMultiplier,shootDelayMultiplier,shootDelayMultiplier,float,Defaults to 1. Can be dynamically changed with setUnitStats,shootDelayMultiplier: 0.75,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,shootDelayMultiplier,0,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
360,1.16,[attack],ini_section,,1.15,shootDamageMultiplier,shootDamageMultiplier,shootDamageMultiplier,float,Defaults to 1. Can be dynamically changed with setUnitStats,shootDamageMultiplier: 2.43,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,shootDamageMultiplier,0,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
362,1.16,[attack],ini_section,Deprecated Keys - can be used but better to set these per turret,depr. 1.13,turretSize:,turretSize,turretSize,float,(multiplied by globalScale),,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,turretSize,0,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
363,1.16,[attack],ini_section,Deprecated Keys - can be used but better to set these per turret,depr. 1.13,turretTurnSpeed:,turretTurnSpeed,turretTurnSpeed,float,,,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,turretTurnSpeed,0,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
371,1.16,[turret_NAME],ini_section,Positioning/Stats,,x:,x,x,float,"Sets the horizontal position of the turret. 0 is center, negatives toward left, positives toward right.",x: 0,matched,com/corrodinggames/rts/game/units/custom/l,rustedwarfare/custom/CustomUnitMetadata,custom-unit-metadata,x,30,medium,,,,
372,1.16,[turret_NAME],ini_section,Positioning/Stats,,y:,y,y,float,"Sets the vertical position of the turret. 0 is center, negatives toward bottom, positives toward top.",y: 40,matched,com/corrodinggames/rts/game/units/custom/l,rustedwarfare/custom/CustomUnitMetadata,custom-unit-metadata,y,27,medium,,,,
373,1.16,[turret_NAME],ini_section,Positioning/Stats,,copyFrom:,copyFrom,copyFrom,turret ref,Copy all values from another turret as defaut values for this turret,copyFrom: 1,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,copyFrom,2,high,,a,(Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;I)V,applyCoreCopyFrom
374,1.16,[turret_NAME],ini_section,Positioning/Stats,,projectile,projectile,projectile,projectile ref,Projectile fired from this turret.,projectile: torpedo,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,projectile,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
375,1.16,[turret_NAME],ini_section,Positioning/Stats,,altProjectile,altProjectile,altProjectile,projectile ref,Alternative projectile fired from this turret when altProjectileCondition is true,altProjectile: spear,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,altProjectile,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
376,1.16,[turret_NAME],ini_section,Positioning/Stats,,altProjectileCondition,altProjectileCondition,altProjectileCondition,LogicBoolean,Used with altProjectile,altProjectileCondition: if self.hp() < 100,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,altProjectileCondition,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
377,1.16,[turret_NAME],ini_section,Positioning/Stats,1.13,barrelX,barrelX,barrelX,float,Defaults to 0. Controls horizontal position for projectile spawn.,barrelX: 0,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,barrelX,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
378,1.16,[turret_NAME],ini_section,Positioning/Stats,1.13,barrelY,barrelY,barrelY,float,Defaults to size. Note: size and barrelY have the same meaning,barrelY: 5,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,barrelY,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
379,1.16,[turret_NAME],ini_section,Positioning/Stats,1.13.3,barrelHeight,barrelHeight,barrelHeight,float,Height of barrel in 3d. Effect projectile and shoot flame starting height,barrelHeight: 10,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,barrelHeight,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
380,1.16,[turret_NAME],ini_section,Positioning/Stats,1.15p9,height:,height,height,float,"Height of the unit in 3D, to be used with decals",height: 30,matched,com/corrodinggames/rts/game/units/custom/f,rustedwarfare/custom/animation/AnimationDefinition,custom-unit,height,7,medium,,,,
381,1.16,[turret_NAME],ini_section,Positioning/Stats,,size:,size,size,float,Controls the distance between the center of the turret and the point from where projectiles spawn.,size: 5,matched,com/corrodinggames/rts/game/units/custom/l,rustedwarfare/custom/CustomUnitMetadata,custom-unit-metadata,size,47,medium,,,,
382,1.16,[turret_NAME],ini_section,Positioning/Stats,,turnSpeed,turnSpeed,turnSpeed,float,Max turn speed of the turret,turnSpeed: 2,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,turnSpeed,1,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
383,1.16,[turret_NAME],ini_section,Positioning/Stats,,turnSpeedAcceleration,turnSpeedAcceleration,turnSpeedAcceleration,float,"Defaults to disabled, and full turn speed is used.",turnSpeedAcceleration: 0.4,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,turnSpeedAcceleration,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
384,1.16,[turret_NAME],ini_section,Positioning/Stats,,turnSpeedDeceleration,turnSpeedDeceleration,turnSpeedDeceleration,float,Defaults to turnSpeedAcceleration. Setting this higher than turn acceleration might allow faster targets to be hit,turnSpeedDeceleration: 0.2,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,turnSpeedDeceleration,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
385,1.16,[turret_NAME],ini_section,Positioning/Stats,,idleDir,idleDir,idleDir,float,Defaults to 0,idleDir: 180,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,idleDir,1,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
386,1.16,[turret_NAME],ini_section,Positioning/Stats,1.13,idleDirReversing,idleDirReversing,idleDirReversing,float,Defaults to idleDir+180 unless attached to another turret (as attached turret will often be rotating when reversing),idleDirReversing: 30,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,idleDirReversing,1,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
387,1.16,[turret_NAME],ini_section,Positioning/Stats,,shouldResetTurret:,shouldResetTurret,shouldResetTurret,bool,Defaults true. False to disable the reseting turret angle when idle,shouldResetTurret: false,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,shouldResetTurret,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
388,1.16,[turret_NAME],ini_section,Positioning/Stats,,idleSpin:,idleSpin,idleSpin,float,"Spin rate when idle, used on missile turrets",idleSpin: 2,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,idleSpin,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
389,1.16,[turret_NAME],ini_section,Positioning/Stats,1.14,idleSweepAngle,idleSweepAngle,idleSweepAngle,int,"Disabled by default. Controls how far the turret will ""look"" left and right",idleSweepAngle: 35,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,idleSweepAngle,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
390,1.16,[turret_NAME],ini_section,Positioning/Stats,1.14,idleSweepDelay,idleSweepDelay,idleSweepDelay,float,Controls the delay between idleSweep movements,idleSweepDelay: 20,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,idleSweepDelay,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
391,1.16,[turret_NAME],ini_section,Positioning/Stats,1.14,idleSweepSpeed,idleSweepSpeed,idleSweepSpeed,float,Controls the speed with which the turret sweeps when idle,idleSweepSpeed: 0.3,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,idleSweepSpeed,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
392,1.16,[turret_NAME],ini_section,Positioning/Stats,1.14,idleSweepCondition,idleSweepCondition,idleSweepCondition,LogicBoolean,Disable idle sweep if false,idleSweepCondition: if self.hp() > 400,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,idleSweepCondition,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
393,1.16,[turret_NAME],ini_section,Positioning/Stats,1.14,idleSweepAddRandomDelay,idleSweepAddRandomDelay,idleSweepAddRandomDelay,float,"Default 1-20 depends on idleSweepDelay, used to stop sweep syncing up with other units",idleSweepAddRandomDelay: 30,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,idleSweepAddRandomDelay,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
394,1.16,[turret_NAME],ini_section,Positioning/Stats,1.14,idleSweepAddRandomAngle,idleSweepAddRandomAngle,idleSweepAddRandomAngle,int,Default 0,idleSweepAddRandomAngle: 15,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,idleSweepAddRandomAngle,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
395,1.16,[turret_NAME],ini_section,Positioning/Stats,,attachedTo:,attachedTo,attachedTo,turret ref,"A specific turret to connect to, it will rotate with it. No correlation to [attachment_x]",attachedTo: base,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,attachedTo,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
396,1.16,[turret_NAME],ini_section,Positioning/Stats,,slave:,slave,slave,bool,Locks this turret's direction and shot cooldown to attached turret. Often used with warmup for multiple barrel guns,slave: true,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,slave,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
397,1.16,[turret_NAME],ini_section,Positioning/Stats,,isMainNanoTurret:,isMainNanoTurret,isMainNanoTurret,bool,"Defaults to false. Turret to use for creating buildings, etc. should only be true on one turret, and should have canShoot set to false",isMainNanoTurret: true,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,isMainNanoTurret,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
398,1.16,[turret_NAME],ini_section,Positioning/Stats,,energyUsage:,energyUsage,energyUsage,float,Required energy to fire weapon. Same as resourceUsage: energy=X,energyUsage: 1,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,energyUsage,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
399,1.16,[turret_NAME],ini_section,Positioning/Stats,,resourceUsage,resourceUsage,resourceUsage,price,can be in credits/energy/hp/shield/ammo. Stops firing if not met,"resourceUsage: credits=5, energy=5, hp=100, shield=5, ammo=1",matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,resourceUsage,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
401,1.16,[turret_NAME],ini_section,Timing,,delay:,delay,delay,float,Override global shootDelay for this turret,delay: 2s,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,delay,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
402,1.16,[turret_NAME],ini_section,Timing,,linkDelayWithTurret,linkDelayWithTurret,linkDelayWithTurret,turret ref,When this other turret fires the cooldown delay on this turret will be reset/removed,linkDelayWithTurret: 1,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,linkDelayWithTurret,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
403,1.16,[turret_NAME],ini_section,Timing,,warmup:,warmup,warmup,float,Delay before firing a shot.,warmup: 5s,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,warmup,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
404,1.16,[turret_NAME],ini_section,Timing,,warmupCallDownRate,warmupCallDownRate,warmupCallDownRate,float,Rate to reduce warmup when turret is not ready to fire at any targets,warmupCallDownRate: 10,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,warmupCallDownRate,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
405,1.16,[turret_NAME],ini_section,Timing,,warmupNoReset,warmupNoReset,warmupNoReset,bool,Defaults to false. When true warmup is not reset after firing a shot and turret doesn't wait for warnup. Used with warmupCallDownRate and warmupShootDelayTransfer.,warmupNoReset: true,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,warmupNoReset,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
406,1.16,[turret_NAME],ini_section,Timing,,warmupShootDelayTransfer,warmupShootDelayTransfer,warmupShootDelayTransfer,float,"Defaults to 0, amount to reduces the next shot delay depending on warmup. When used with warmupNoReset, can make a each shot faster.",warmupShootDelayTransfer: 20,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,warmupShootDelayTransfer,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
408,1.16,[turret_NAME],ini_section,On Shoot,1.13.3,onShoot_freezeBodyMovementFor:,onShoot_freezeBodyMovementFor,onShoot_freezeBodyMovementFor,float,Freezes body movement while shooting.,onShoot_freezeBodyMovementFor: 2s,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,onShoot_freezeBodyMovementFor,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
409,1.16,[turret_NAME],ini_section,On Shoot,1.14,barrelOffsetX_onOddShots:,barrelOffsetX_onOddShots,barrelOffsetX_onOddShots,float,"0 by default. Sets a barrelX offset only during odd numbered shots, useful for twin-barreled units. Use with barrelX. Use the opposite value of barrelX for most cases.",barrelOffsetX_onOddShots: -10,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,barrelOffsetX_onOddShots,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
411,1.16,[turret_NAME],ini_section,Targeting control,1.14,aimOffsetSpread:,aimOffsetSpread,aimOffsetSpread,,Sets the shot inaccuracy. 0 will make all shots land on target's center,aimOffsetSpread: 14,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,aimOffsetSpread,1,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
412,1.16,[turret_NAME],ini_section,Targeting control,,canShoot:,canShoot,canShoot,bool,Defaults to true,canShoot: true,matched,com/corrodinggames/rts/game/units/custom/bn,rustedwarfare/custom/TurretTemplate,projectile-or-decal-parser,canShoot,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bn;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
413,1.16,[turret_NAME],ini_section,Targeting control,,canAttackFlyingUnits:,canAttackFlyingUnits,canAttackFlyingUnits,LogicBoolean,"Narrows targeting for this turret, note targeting for the whole unit in [attack] is applied first. (so you can only use this to target less not more)",canAttackFlyingUnits: false,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,canAttackFlyingUnits,1,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
414,1.16,[turret_NAME],ini_section,Targeting control,,canAttackLandUnits:,canAttackLandUnits,canAttackLandUnits,LogicBoolean,Default true. If false unit cannot attack surface units.,canAttackLandUnits: true,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,canAttackLandUnits,1,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
415,1.16,[turret_NAME],ini_section,Targeting control,,canAttackUnderwaterUnits:,canAttackUnderwaterUnits,canAttackUnderwaterUnits,LogicBoolean,Default true. If false unit cannot attack underwaterunits.,canAttackUnderwaterUnits: true,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,canAttackUnderwaterUnits,1,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
416,1.16,[turret_NAME],ini_section,Targeting control,,canAttackNotTouchingWaterUnits:,canAttackNotTouchingWaterUnits,canAttackNotTouchingWaterUnits,LogicBoolean,Default true. If false unit can only attack units in contact with the water. Used for units with torpedos.,canAttackNotTouchingWaterUnits: false,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,canAttackNotTouchingWaterUnits,1,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
417,1.16,[turret_NAME],ini_section,Targeting control,1.13.3,canOnlyAttackUnitsWithTags:,canOnlyAttackUnitsWithTags,canOnlyAttackUnitsWithTags,tags,Only attacks potential targets with specific tags,"canOnlyAttackUnitsWithTags: shelled, armoured",matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,canOnlyAttackUnitsWithTags,1,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
